Crop_Year,State,Crop,Season,Area_1000_ha,Production_1000_tonnes,Yield_tonnes_per_ha,Annual_Rainfall_mm,Irrigation_pct
2013,Tamil Nadu,Sugarcane,Kharif,324.2,29064.5,89.65,756.5,100
2013,Gujarat,Groundnut,Kharif,1803.9,2254.9,1.25,907.4,41.0
2016,Tamil Nadu,Spices,Kharif,108.7,196.7,1.81,891.2,24.0
2020,Rajasthan,Soybean,Kharif,1077.3,1228.1,1.14,406.7,8.1
2016,Andhra Pradesh,Rice,Rabi,1349.6,4953.0,3.67,229.1,94.5
2010,Karnataka,Soybean,Kharif,274.8,219.8,0.8,497.0,9.8
2006,Haryana,Wheat,Rabi,2389.8,9941.6,4.16,124.9,92.5
2019,Rajasthan,Spices,Rabi,47.3,56.8,1.2,38.7,71.4
2010,Rajasthan,Maize,Kharif,857.2,1131.5,1.32,598.4,20.2
2012,West Bengal,Vegetables,Kharif,1336.4,22839.1,17.09,1632.2,35.5
2022,Maharashtra,Wheat,Rabi,880.3,1584.5,1.8,45.3,73.3
2021,Bihar,Fruits,Kharif,321.5,4780.7,14.87,793.8,42.9
2001,Madhya Pradesh,Maize,Kharif,819.8,1024.8,1.25,1011.8,23.1
2022,Andhra Pradesh,Maize,Kharif,970.0,4423.2,4.56,372.4,53.1
2007,Maharashtra,Wheat,Rabi,914.6,1179.8,1.29,48.3,75.6
2017,Kerala,Fruits,Kharif,262.4,2550.5,9.72,2310.1,24.9
2008,Gujarat,Pulses,Kharif,398.0,242.8,0.61,513.6,15.9
2004,Goa,Coconut,Kharif,29.4,198.2,6.74,2280.1,16.4
2018,Punjab,Cotton,Kharif,468.2,716.3,1.53,245.6,95.7
2007,Rajasthan,Spices,Rabi,43.7,50.3,1.15,34.7,70.8
2017,Chhattisgarh,Rice,Kharif,3413.4,6758.5,1.98,1509.0,27.0
2015,Maharashtra,Fruits,Kharif,842.9,8454.3,10.03,565.2,46.7
2011,Andhra Pradesh,Rice,Rabi,1095.7,3900.7,3.56,208.5,92.2
2004,Karnataka,Coffee,Kharif,243.3,223.8,0.92,1556.9,27.8
2010,Tamil Nadu,Rice,Rabi,742.5,2725.0,3.67,498.0,95.5
2020,Kerala,Tea,Kharif,35.2,64.4,1.83,2533.9,4.1
2007,Karnataka,Vegetables,Kharif,528.8,7276.3,13.76,681.7,40.9
2021,Haryana,Cotton,Kharif,710.8,1187.0,1.67,353.2,88.9
2002,Gujarat,Oilseeds,Rabi,299.8,242.8,0.81,13.0,79.7
2006,Haryana,Sugarcane,Kharif,117.8,6321.1,53.66,587.7,100
2006,Punjab,Sugarcane,Kharif,99.1,5904.4,59.58,464.9,97.5
2018,West Bengal,Wheat,Rabi,417.5,1085.5,2.6,63.9,50.0
2009,Punjab,Sugarcane,Kharif,103.3,5385.0,52.13,336.0,99.3
2015,Haryana,Sugarcane,Kharif,134.1,7674.5,57.23,408.6,98.3
2020,Gujarat,Tobacco,Rabi,91.8,148.7,1.62,26.0,83.1
2008,Uttarakhand,Wheat,Rabi,341.9,741.9,2.17,147.4,71.5
2010,Madhya Pradesh,Vegetables,Rabi,483.4,7454.0,15.42,91.8,55.1
2019,Rajasthan,Pulses,Rabi,2394.0,1388.5,0.58,53.9,29.8
2009,Rajasthan,Maize,Kharif,808.9,962.6,1.19,244.7,22.0
2020,Madhya Pradesh,Groundnut,Kharif,248.1,253.1,1.02,524.0,12.8
2001,Madhya Pradesh,Cotton,Kharif,646.1,271.4,0.42,835.1,16.2
2006,Tamil Nadu,Tea,Kharif,66.1,125.6,1.9,1514.7,29.4
2012,Bihar,Maize,Kharif,662.9,1769.9,2.67,934.4,40.8
2022,Uttar Pradesh,Pulses,Rabi,2548.9,2421.5,0.95,66.5,51.7
2013,Madhya Pradesh,Vegetables,Rabi,439.8,5295.2,12.04,145.6,51.8
2003,Uttar Pradesh,Vegetables,Rabi,1025.0,17015.0,16.6,154.6,69.5
2009,Assam,Jute,Kharif,72.4,109.3,1.51,1011.2,5.5
2006,Gujarat,Tobacco,Rabi,97.4,137.3,1.41,25.0,84.2
2009,Uttar Pradesh,Fruits,Kharif,510.7,6108.0,11.96,384.9,56.3
2021,Maharashtra,Sugarcane,Kharif,974.7,84409.0,86.6,713.6,91.7
2008,Telangana,Pulses,Rabi,382.9,225.9,0.59,131.7,18.8
2022,Maharashtra,Groundnut,Kharif,366.3,476.2,1.3,604.4,13.8
2001,Rajasthan,Cotton,Kharif,403.7,201.8,0.5,393.0,50.3
2017,Goa,Coconut,Kharif,27.8,226.3,8.14,2862.4,14.3
2020,Madhya Pradesh,Rice,Kharif,1966.2,3401.5,1.73,1147.4,25.9
2005,Madhya Pradesh,Millets,Kharif,534.8,326.2,0.61,1459.6,3.2
2015,West Bengal,Rice,Kharif,4092.1,10925.9,2.67,859.9,35.2
2003,Karnataka,Coconut,Kharif,535.7,3412.4,6.37,987.9,49.9
2005,Andhra Pradesh,Pulses,Rabi,643.8,309.0,0.48,154.0,23.7
2002,Madhya Pradesh,Pulses,Rabi,3184.6,1560.5,0.49,29.2,21.8
2015,Karnataka,Cotton,Kharif,565.5,452.4,0.8,456.6,18.1
2022,Andhra Pradesh,Tobacco,Rabi,165.6,269.9,1.63,83.0,78.3
2018,Gujarat,Tobacco,Rabi,93.2,126.8,1.36,16.2,85.8
2020,Gujarat,Rice,Kharif,669.4,1546.3,2.31,897.8,49.7
2011,Uttar Pradesh,Millets,Kharif,934.5,850.4,0.91,627.5,19.3
2015,Tamil Nadu,Rice,Rabi,840.7,2959.3,3.52,173.1,100
2022,Tamil Nadu,Sugarcane,Kharif,339.8,36994.0,108.87,606.8,100
2013,Andhra Pradesh,Fruits,Kharif,797.5,8995.8,11.28,778.9,57.2
2014,Uttar Pradesh,Millets,Kharif,942.0,829.0,0.88,337.0,20.7
2012,Assam,Jute,Kharif,79.7,140.3,1.76,1136.3,5.6
2016,Kerala,Spices,Kharif,250.3,590.7,2.36,2644.6,9.7
2009,Assam,Rice,Kharif,2620.2,4087.5,1.56,916.8,9.6
2010,Rajasthan,Soybean,Kharif,1034.6,1044.9,1.01,520.3,11.3
2004,Bihar,Rice,Kharif,3234.2,4592.6,1.42,761.8,55.0
2006,Rajasthan,Maize,Kharif,808.8,994.8,1.23,524.0,23.6
2004,Uttar Pradesh,Maize,Kharif,791.1,1155.0,1.46,753.6,43.4
2001,Uttar Pradesh,Pulses,Rabi,2446.6,1663.7,0.68,71.2,45.9
2010,Madhya Pradesh,Rice,Kharif,1789.3,2451.3,1.37,935.5,25.5
2015,West Bengal,Jute,Kharif,629.4,1611.3,2.56,975.3,19.8
2012,Telangana,Rice,Kharif,1227.9,3794.2,3.09,796.1,85.8
2020,Rajasthan,Cotton,Kharif,482.0,607.3,1.26,319.1,54.0
2005,Punjab,Rice,Kharif,2656.6,8952.7,3.37,700.6,97.1
2012,Bihar,Sugarcane,Kharif,231.3,10697.6,46.25,850.4,68.2
2021,Gujarat,Millets,Kharif,795.9,1138.1,1.43,460.2,8.5
2004,Maharashtra,Groundnut,Kharif,342.0,321.5,0.94,732.6,13.0
2014,Tamil Nadu,Fruits,Kharif,335.1,4242.4,12.66,314.0,58.1
2022,Tamil Nadu,Millets,Kharif,423.9,780.0,1.84,431.4,40.4
2009,Kerala,Tea,Kharif,37.9,57.2,1.51,1552.9,3.0
2017,Tamil Nadu,Groundnut,Kharif,541.8,986.1,1.82,385.2,49.8
2001,Gujarat,Millets,Kharif,641.9,571.3,0.89,614.8,14.2
2015,Uttar Pradesh,Rice,Kharif,6197.9,13697.4,2.21,659.8,77.4
2009,Odisha,Rice,Kharif,4781.4,6168.0,1.29,801.4,28.9
2016,Uttar Pradesh,Rice,Kharif,5353.5,12687.8,2.37,829.8,76.5
2017,Maharashtra,Pulses,Kharif,3548.0,2696.5,0.76,817.4,10.0
2021,Maharashtra,Fruits,Kharif,939.0,11352.5,12.09,715.5,52.2
2019,Jharkhand,Rice,Kharif,1352.3,2150.2,1.59,1424.0,14.3
2007,Bihar,Maize,Kharif,659.8,1649.5,2.5,869.1,38.9
2017,Tamil Nadu,Fruits,Kharif,413.2,5487.3,13.28,445.1,60.7
2007,Goa,Coconut,Kharif,25.9,175.9,6.79,2257.9,18.5
2014,Bihar,Fruits,Kharif,312.2,3496.6,11.2,702.9,41.0
2020,Uttar Pradesh,Wheat,Rabi,10657.7,36342.8,3.41,158.5,87.3
2003,Gujarat,Oilseeds,Rabi,273.5,254.4,0.93,24.7,81.3
2021,Maharashtra,Millets,Kharif,2933.5,3050.8,1.04,717.8,6.9
2008,Tamil Nadu,Coconut,Kharif,410.4,3943.9,9.61,603.5,76.4
2017,Rajasthan,Pulses,Rabi,2375.7,1544.2,0.65,31.1,30.5
2018,Karnataka,Cotton,Kharif,472.5,401.6,0.85,372.2,20.9
2015,Karnataka,Soybean,Kharif,363.1,294.1,0.81,357.5,10.6
2021,Uttar Pradesh,Wheat,Rabi,9365.4,30437.5,3.25,241.3,84.0
2003,Karnataka,Vegetables,Kharif,634.2,8720.2,13.75,636.5,38.4
2001,Kerala,Rice,Kharif,256.1,619.8,2.42,1783.5,40.3
2011,Uttar Pradesh,Maize,Kharif,792.6,1355.3,1.71,755.4,41.6
2021,Gujarat,Vegetables,Rabi,564.8,9900.9,17.53,40.9,78.0
2019,Tamil Nadu,Rice,Kharif,2012.1,6800.9,3.38,663.7,97.8
2002,Madhya Pradesh,Cotton,Kharif,654.0,242.0,0.37,518.2,15.9
2011,West Bengal,Jute,Kharif,608.8,1534.2,2.52,1188.1,21.3
2008,Jharkhand,Rice,Kharif,1948.6,3273.6,1.68,1342.4,15.8
2006,Andhra Pradesh,Cotton,Kharif,701.7,561.4,0.8,487.4,44.6
2018,Gujarat,Cotton,Kharif,2967.1,4450.6,1.5,433.1,48.8
2009,Assam,Tea,Kharif,302.5,438.6,1.45,1511.5,16.7
2009,Tamil Nadu,Groundnut,Kharif,553.0,807.4,1.46,273.3,48.4
2015,Andhra Pradesh,Spices,Kharif,60.3,84.4,1.4,419.0,27.6
2009,Andhra Pradesh,Millets,Kharif,402.4,313.9,0.78,273.7,19.9
2018,Madhya Pradesh,Cotton,Kharif,543.7,467.6,0.86,598.9,15.4
2005,Karnataka,Spices,Kharif,161.6,223.0,1.38,1917.1,17.1
2013,Madhya Pradesh,Wheat,Rabi,4881.3,10153.1,2.08,167.9,75.9
2013,Uttar Pradesh,Rice,Kharif,5788.1,11807.7,2.04,967.9,72.8
2002,Andhra Pradesh,Tobacco,Rabi,138.4,148.1,1.07,61.2,82.2
2018,Gujarat,Oilseeds,Rabi,301.3,316.4,1.05,17.4,79.8
2001,Telangana,Cotton,Kharif,1650.2,808.6,0.49,628.2,35.4
2005,Gujarat,Cotton,Kharif,2676.6,1900.4,0.71,1346.2,51.4
2007,Tamil Nadu,Millets,Kharif,366.6,509.6,1.39,465.0,39.4
2018,Rajasthan,Maize,Kharif,841.1,1379.4,1.64,377.8,22.8
2007,Madhya Pradesh,Vegetables,Rabi,515.1,6686.0,12.98,96.9,54.7
2011,Gujarat,Sugarcane,Kharif,187.9,14487.1,77.1,601.6,94.3
2004,Odisha,Rice,Kharif,3911.3,5202.0,1.33,1392.5,29.4
2006,Jharkhand,Rice,Kharif,1649.5,2424.8,1.47,1230.7,14.4
2005,Rajasthan,Cotton,Kharif,490.3,274.6,0.56,357.0,50.2
2012,Rajasthan,Oilseeds,Rabi,2366.9,2840.3,1.2,32.1,75.6
2002,Karnataka,Fruits,Kharif,394.6,2359.7,5.98,393.7,45.5
2021,West Bengal,Tea,Kharif,161.9,315.7,1.95,2714.1,12.9
2015,Andhra Pradesh,Sugarcane,Kharif,218.7,15536.4,71.04,276.8,100
2018,Chhattisgarh,Rice,Kharif,4227.7,7694.4,1.82,995.3,25.4
2021,Odisha,Rice,Kharif,4601.7,9019.3,1.96,1644.9,29.3
2022,Rajasthan,Wheat,Rabi,2850.3,9406.0,3.3,46.3,83.9
2004,Tamil Nadu,Spices,Kharif,80.5,116.7,1.45,775.3,25.9
2022,Chhattisgarh,Pulses,Kharif,402.8,241.7,0.6,1215.4,4.4
2015,Gujarat,Cotton,Kharif,2573.2,3422.4,1.33,387.3,51.8
2017,Gujarat,Tobacco,Rabi,100.1,155.2,1.55,23.9,84.4
2019,Karnataka,Coconut,Kharif,460.7,3473.7,7.54,1283.3,50.3
2009,Maharashtra,Sugarcane,Kharif,1226.5,74227.8,60.52,393.2,92.6
2021,Assam,Jute,Kharif,86.4,173.7,2.01,1967.1,5.2
2014,Tamil Nadu,Groundnut,Kharif,507.6,771.6,1.52,323.8,50.8
2022,Madhya Pradesh,Cotton,Kharif,697.1,787.7,1.13,700.6,11.6
2015,Tamil Nadu,Millets,Kharif,464.6,678.3,1.46,318.1,37.7
2013,Uttar Pradesh,Millets,Kharif,853.0,733.6,0.86,1044.1,19.1
2002,Uttar Pradesh,Wheat,Rabi,8384.5,17188.2,2.05,86.9,88.6
2010,Tamil Nadu,Fruits,Kharif,400.8,5250.5,13.1,502.8,59.1
2019,Rajasthan,Groundnut,Kharif,634.1,805.3,1.27,648.6,25.0
2006,Uttar Pradesh,Pulses,Rabi,2478.2,1809.1,0.73,57.7,48.5
2018,Uttar Pradesh,Millets,Kharif,811.3,762.6,0.94,404.8,18.1
2016,Uttar Pradesh,Vegetables,Rabi,1131.2,21402.3,18.92,230.1,73.9
2018,Telangana,Soybean,Kharif,224.5,179.6,0.8,436.2,7.4
2018,Andhra Pradesh,Maize,Kharif,917.6,3477.7,3.79,376.3,53.6
2012,Tamil Nadu,Millets,Kharif,479.7,753.1,1.57,380.9,37.8
2022,Andhra Pradesh,Sugarcane,Kharif,222.8,16935.0,76.01,382.1,93.7
2001,Bihar,Wheat,Rabi,2088.8,4449.1,2.13,81.1,74.2
2007,Tamil Nadu,Fruits,Kharif,337.0,4077.7,12.1,503.8,63.0
2010,Gujarat,Vegetables,Rabi,526.9,7977.3,15.14,51.9,77.7
2016,Madhya Pradesh,Oilseeds,Rabi,823.9,799.2,0.97,51.9,54.7
2009,Haryana,Oilseeds,Rabi,634.9,628.6,0.99,40.3,85.5
2010,Uttar Pradesh,Rice,Kharif,6046.9,13000.8,2.15,799.7,70.5
2014,Karnataka,Rice,Kharif,1104.7,3004.8,2.72,576.3,66.8
2015,West Bengal,Tea,Kharif,188.6,322.5,1.71,965.0,10.8
2003,Karnataka,Pulses,Rabi,2442.3,1050.2,0.43,183.1,13.1
2014,Rajasthan,Cotton,Kharif,470.4,489.2,1.04,179.9,55.3
2008,Karnataka,Fruits,Kharif,479.6,4786.4,9.98,662.5,43.6
2016,Kerala,Fruits,Kharif,224.4,2185.7,9.74,1814.4,24.2
2012,Karnataka,Spices,Kharif,166.5,281.4,1.69,965.4,22.8
2016,Bihar,Wheat,Rabi,2485.9,6537.9,2.63,81.4,77.0
2011,Tamil Nadu,Rice,Rabi,923.5,3583.2,3.88,388.9,100
2015,Rajasthan,Spices,Rabi,46.0,59.8,1.3,25.4,73.0
2018,Bihar,Pulses,Rabi,537.8,403.3,0.75,31.8,40.9
2005,Rajasthan,Groundnut,Kharif,654.3,608.5,0.93,657.6,29.0
2014,Punjab,Wheat,Rabi,3470.9,15272.0,4.4,93.3,100
2018,Karnataka,Groundnut,Kharif,799.6,855.6,1.07,327.4,17.6
2005,Rajasthan,Pulses,Rabi,1882.7,866.0,0.46,50.6,28.3
2010,Andhra Pradesh,Spices,Kharif,58.2,85.0,1.46,699.0,30.7
2017,Telangana,Cotton,Kharif,2067.9,2895.1,1.4,703.5,33.9
2013,West Bengal,Oilseeds,Rabi,336.9,242.6,0.72,69.3,29.2
2012,Bihar,Fruits,Kharif,355.7,4421.4,12.43,835.2,38.1
2005,Rajasthan,Soybean,Kharif,1000.4,740.3,0.74,596.0,5.9
2022,Bihar,Sugarcane,Kharif,275.0,14668.5,53.34,1111.6,70.4
2021,Maharashtra,Cotton,Kharif,4589.4,5782.6,1.26,889.6,14.3
2006,Uttar Pradesh,Millets,Kharif,826.7,653.1,0.79,540.1,20.6
2012,Maharashtra,Vegetables,Kharif,734.9,9436.1,12.84,945.9,47.0
2009,Karnataka,Coconut,Kharif,573.3,3617.5,6.31,449.0,44.5
2019,Karnataka,Tobacco,Rabi,59.6,75.1,1.26,216.8,68.9
2003,Andhra Pradesh,Rice,Kharif,2404.3,6804.2,2.83,597.6,90.0
2020,Tamil Nadu,Rice,Rabi,892.4,3489.3,3.91,395.5,94.0
2005,Haryana,Oilseeds,Rabi,474.9,508.1,1.07,65.1,87.0
2021,Madhya Pradesh,Vegetables,Rabi,561.2,8765.9,15.62,84.6,56.9
2015,Gujarat,Wheat,Rabi,1081.1,2973.0,2.75,21.6,90.0
2006,Madhya Pradesh,Vegetables,Rabi,476.1,6289.3,13.21,72.3,55.0
2015,Bihar,Rice,Kharif,3364.4,5820.4,1.73,771.2,52.0
2017,Andhra Pradesh,Coconut,Kharif,115.0,1236.2,10.75,502.1,68.6
2020,Karnataka,Soybean,Kharif,297.7,276.9,0.93,704.0,7.4
2009,Chhattisgarh,Rice,Kharif,3284.2,3908.2,1.19,822.1,23.5
2020,Bihar,Wheat,Rabi,2653.9,7165.5,2.7,73.9,77.0
2021,Andhra Pradesh,Cotton,Kharif,865.1,1245.7,1.44,633.0,43.7
2001,Tamil Nadu,Millets,Kharif,391.8,485.8,1.24,491.1,41.3
2021,Rajasthan,Oilseeds,Rabi,3019.5,3985.7,1.32,32.5,75.6
2007,Jharkhand,Rice,Kharif,1566.1,2552.7,1.63,1183.0,17.2
2006,Andhra Pradesh,Millets,Kharif,380.4,342.4,0.9,610.2,21.2
2018,Karnataka,Spices,Kharif,171.8,300.7,1.75,910.3,16.5
2018,Kerala,Tea,Kharif,45.5,74.6,1.64,2248.5,6.3
2018,Andhra Pradesh,Groundnut,Kharif,1434.6,1951.1,1.36,323.7,30.5
2016,Andhra Pradesh,Millets,Kharif,374.8,434.8,1.16,489.1,18.1
2019,Maharashtra,Sugarcane,Kharif,1026.3,70270.8,68.47,901.3,93.9
2016,Karnataka,Pulses,Rabi,2169.9,1497.2,0.69,162.1,12.3
2017,Gujarat,Pulses,Kharif,440.3,330.2,0.75,498.5,15.2
2017,Tamil Nadu,Spices,Kharif,99.2,197.4,1.99,830.2,24.8
2006,West Bengal,Vegetables,Kharif,1260.7,19137.4,15.18,1249.8,37.7
2017,Maharashtra,Groundnut,Kharif,362.4,467.5,1.29,644.6,12.8
2014,Andhra Pradesh,Pulses,Rabi,725.8,435.5,0.6,63.4,26.3
2022,Madhya Pradesh,Pulses,Rabi,3450.8,3278.3,0.95,53.0,19.4
2013,Uttar Pradesh,Fruits,Kharif,595.5,7765.3,13.04,1256.4,59.4
2012,Maharashtra,Wheat,Rabi,1057.7,1512.5,1.43,68.9,75.0
2008,Karnataka,Tobacco,Rabi,66.4,79.0,1.19,106.9,71.2
2007,Madhya Pradesh,Maize,Kharif,1027.9,1716.6,1.67,761.7,22.3
2019,Haryana,Cotton,Kharif,626.9,909.0,1.45,512.9,90.9
2003,Bihar,Maize,Kharif,621.1,1329.2,2.14,890.2,41.5
2013,Gujarat,Cotton,Kharif,2711.3,3497.6,1.29,942.2,51.8
2017,Punjab,Cotton,Kharif,532.4,841.2,1.58,361.8,92.1
2020,Tamil Nadu,Millets,Kharif,433.5,767.3,1.77,574.5,41.7
2020,Madhya Pradesh,Pulses,Rabi,3241.1,2787.3,0.86,45.4,19.5
2005,Telangana,Pulses,Rabi,480.2,225.7,0.47,103.4,18.6
2008,Haryana,Wheat,Rabi,2364.5,10072.8,4.26,100.6,100
2014,Telangana,Pulses,Rabi,448.9,260.4,0.58,59.0,17.2
2011,Tamil Nadu,Millets,Kharif,460.5,704.6,1.53,497.9,36.7
2011,Gujarat,Oilseeds,Rabi,301.3,337.5,1.12,17.6,82.8
2002,Gujarat,Tobacco,Rabi,85.6,84.7,0.99,24.2,87.9
2017,Bihar,Pulses,Rabi,520.1,421.3,0.81,51.8,36.6
2004,Karnataka,Soybean,Kharif,267.3,203.1,0.76,602.9,7.5
2003,Haryana,Millets,Kharif,429.3,382.1,0.89,387.6,14.8
2014,Karnataka,Coconut,Kharif,556.3,4628.4,8.32,585.3,53.3
2007,Haryana,Oilseeds,Rabi,523.5,607.3,1.16,34.2,87.3
2005,Rajasthan,Millets,Kharif,4265.1,2004.6,0.47,695.3,6.9
2020,West Bengal,Wheat,Rabi,446.7,1340.1,3.0,95.6,49.9
2001,Maharashtra,Rice,Kharif,1379.1,2013.5,1.46,1012.7,19.4
2021,Bihar,Jute,Kharif,259.5,586.5,2.26,1028.1,27.1
2018,Madhya Pradesh,Maize,Kharif,1067.4,2380.3,2.23,672.0,24.1
2007,West Bengal,Rice,Kharif,3580.8,8773.0,2.45,897.5,35.2
2017,Telangana,Pulses,Rabi,402.3,293.7,0.73,121.1,22.5
2017,Tamil Nadu,Rice,Rabi,801.7,3038.4,3.79,449.8,98.3
2010,Madhya Pradesh,Cotton,Kharif,592.5,408.8,0.69,932.7,14.7
2008,Andhra Pradesh,Sugarcane,Kharif,200.8,14642.3,72.92,560.5,95.8
2022,Madhya Pradesh,Millets,Kharif,544.2,500.7,0.92,753.7,7.8
2001,Rajasthan,Maize,Kharif,908.5,926.7,1.02,532.5,16.7
2009,Uttarakhand,Wheat,Rabi,405.9,791.5,1.95,137.6,69.2
2016,Madhya Pradesh,Soybean,Kharif,5945.8,7135.0,1.2,866.8,3.8
2006,Uttar Pradesh,Rice,Kharif,4999.4,9998.8,2.0,944.5,72.3
2011,Tamil Nadu,Coffee,Kharif,42.6,33.2,0.78,1111.7,17.8
2017,Uttar Pradesh,Oilseeds,Rabi,968.0,1151.9,1.19,54.9,80.2
2012,Karnataka,Soybean,Kharif,319.4,268.3,0.84,773.9,7.0
2015,Karnataka,Tobacco,Rabi,69.0,81.4,1.18,88.4,72.0
2021,Andhra Pradesh,Rice,Kharif,2610.6,8693.3,3.33,547.1,90.7
2008,Uttar Pradesh,Vegetables,Rabi,1075.5,18842.8,17.52,211.6,69.1
2012,Uttarakhand,Wheat,Rabi,387.6,996.1,2.57,129.6,70.6
2008,Andhra Pradesh,Groundnut,Kharif,1324.7,1602.9,1.21,544.6,34.1
2008,Maharashtra,Fruits,Kharif,955.3,10078.4,10.55,796.8,52.8
2019,Madhya Pradesh,Wheat,Rabi,5288.2,11105.2,2.1,78.2,72.0
2018,Andhra Pradesh,Rice,Kharif,2525.8,7855.2,3.11,310.8,88.9
2016,Maharashtra,Cotton,Kharif,4171.4,4171.4,1.0,520.2,11.5
2004,Madhya Pradesh,Rice,Kharif,1714.3,1800.0,1.05,1144.4,25.6
2006,Karnataka,Coffee,Kharif,248.8,211.5,0.85,1352.0,31.2
2010,Chhattisgarh,Pulses,Kharif,333.8,173.6,0.52,973.1,2.7
2008,Tamil Nadu,Vegetables,Kharif,471.9,7375.8,15.63,277.8,61.6
2019,Andhra Pradesh,Millets,Kharif,375.0,375.0,1.0,686.2,19.9
2012,Tamil Nadu,Fruits,Kharif,375.4,4808.9,12.81,490.3,57.9
2004,Maharashtra,Vegetables,Kharif,721.7,8480.0,11.75,810.3,42.6
2007,Karnataka,Cotton,Kharif,549.2,307.6,0.56,519.8,20.7
2022,Assam,Jute,Kharif,72.0,147.6,2.05,1734.3,5.6
2020,Andhra Pradesh,Cotton,Kharif,757.1,1075.1,1.42,460.6,41.9
2004,Uttar Pradesh,Wheat,Rabi,10925.5,29608.1,2.71,214.9,89.1
2012,Haryana,Rice,Kharif,1500.4,5086.4,3.39,665.7,96.5
2006,Chhattisgarh,Rice,Kharif,4034.0,5405.6,1.34,1038.3,25.9
2017,Madhya Pradesh,Wheat,Rabi,5491.6,13399.5,2.44,101.7,75.8
2020,Telangana,Maize,Kharif,428.7,1363.3,3.18,729.0,39.6
2015,Uttar Pradesh,Fruits,Kharif,580.6,7495.5,12.91,393.3,60.4
2004,Uttar Pradesh,Vegetables,Rabi,1122.4,19743.0,17.59,238.9,70.4
2022,Haryana,Sugarcane,Kharif,132.9,8639.8,65.01,557.4,98.3
2002,Chhattisgarh,Pulses,Kharif,400.3,128.1,0.32,652.7,7.1
2020,Karnataka,Coconut,Kharif,491.6,4429.3,9.01,733.2,48.4
2020,Uttar Pradesh,Oilseeds,Rabi,901.2,1063.4,1.18,53.7,79.4
2005,Bihar,Jute,Kharif,201.8,339.0,1.68,1152.4,31.9
2011,Haryana,Rice,Kharif,1335.6,4273.9,3.2,670.7,99.6
2011,Maharashtra,Rice,Kharif,1809.7,3076.5,1.7,1059.8,18.3
2008,Karnataka,Cotton,Kharif,485.7,291.4,0.6,765.4,20.0
2007,Karnataka,Maize,Kharif,1327.6,3571.2,2.69,821.4,30.8
2020,Assam,Tea,Kharif,343.9,643.1,1.87,1968.9,17.1
2004,Chhattisgarh,Pulses,Kharif,307.2,126.0,0.41,834.0,5.9
2007,Uttar Pradesh,Fruits,Kharif,545.0,6856.1,12.58,1115.4,58.3
2022,Uttar Pradesh,Maize,Kharif,790.4,1912.8,2.42,729.0,45.8
2014,Maharashtra,Maize,Kharif,691.7,1459.5,2.11,521.3,21.4
2009,Maharashtra,Cotton,Kharif,4461.2,2899.8,0.65,426.1,8.9
2014,Gujarat,Millets,Kharif,706.0,854.3,1.21,338.3,11.7
2017,Karnataka,Rice,Kharif,1165.5,3589.7,3.08,899.7,66.2
2021,Uttar Pradesh,Fruits,Kharif,584.2,9487.4,16.24,754.6,60.1
2021,Rajasthan,Groundnut,Kharif,711.0,1130.5,1.59,518.7,25.7
2019,Tamil Nadu,Coffee,Kharif,35.9,25.8,0.72,1875.7,20.3
2019,West Bengal,Rice,Kharif,4297.9,11002.6,2.56,1701.3,35.5
2006,Punjab,Wheat,Rabi,3694.3,16809.1,4.55,135.6,99.3
2004,Madhya Pradesh,Oilseeds,Rabi,707.2,601.1,0.85,51.6,59.4
2003,Karnataka,Millets,Kharif,2339.1,2315.7,0.99,635.3,15.7
2012,Uttar Pradesh,Sugarcane,Kharif,2088.2,136129.8,65.19,866.5,94.5
2010,West Bengal,Vegetables,Kharif,1381.9,22248.6,16.1,1325.9,35.8
2007,Karnataka,Groundnut,Kharif,854.3,760.3,0.89,524.5,23.4
2021,Gujarat,Cotton,Kharif,2555.5,4599.9,1.8,637.1,46.0
2017,Karnataka,Sugarcane,Kharif,476.6,41283.1,86.62,817.8,94.3
2009,Rajasthan,Wheat,Rabi,3166.6,8264.8,2.61,28.7,84.5
2005,Chhattisgarh,Pulses,Kharif,394.6,138.1,0.35,1453.4,1.8
2017,Punjab,Sugarcane,Kharif,109.5,7107.6,64.91,564.8,94.9
2020,West Bengal,Jute,Kharif,701.4,1823.6,2.6,1315.2,18.0
2021,Uttar Pradesh,Pulses,Rabi,2406.7,2262.3,0.94,61.8,53.9
2009,Karnataka,Sugarcane,Kharif,477.3,30747.7,64.42,631.2,96.2
2006,Gujarat,Groundnut,Kharif,1641.0,2133.3,1.3,604.8,39.7
2010,Rajasthan,Cotton,Kharif,393.4,338.3,0.86,315.0,55.0
2019,Karnataka,Groundnut,Kharif,825.1,808.6,0.98,756.2,21.5
2019,Rajasthan,Oilseeds,Rabi,2582.9,2996.2,1.16,45.0,77.3
2001,Uttar Pradesh,Oilseeds,Rabi,768.4,630.1,0.82,41.3,77.4
2008,Maharashtra,Pulses,Kharif,3750.1,2325.1,0.62,629.0,11.1
2001,Bihar,Vegetables,Kharif,784.6,9682.0,12.34,782.7,41.4
2014,Karnataka,Cotton,Kharif,599.3,431.5,0.72,506.9,18.1
2006,Tamil Nadu,Sugarcane,Kharif,340.1,35108.5,103.23,525.4,96.3
2020,Haryana,Cotton,Kharif,633.0,1019.1,1.61,335.2,89.6
2017,Maharashtra,Wheat,Rabi,975.5,1707.1,1.75,51.7,78.0
